序号	单词	词频
14026	berton	1
14027	emerson	1
14028	laski	1
14029	howe	1
14030	hath	1
14031	wrought	1
14032	lambert	1
14033	reid	1
14034	addresses	1
14035	hanchett	1
14036	carbondale	1
14037	pengelly	1
14038	retracts	1
14039	lionel	1
14040	barrow	1
14041	vito	1
14042	silvestri	1
14043	turnout	1
14044	renalia	1
14045	dubose	1
14046	arendt	1
14047	harcourt	1
14048	joachim	1
14049	friedrich	1
14050	zbigniew	1
14051	brzezinski	1
14052	popper	1
14053	juan	1
14054	linz	1
14055	rienner	1
14056	marlies	1
14057	glasius	1
14058	rudich	1
14059	dissidence	1
14060	drinkwater	1
14061	wiedemann	1
14062	bartsch	1
14063	kirk	1
14064	freudenburg	1
14065	cedric	1
14066	littlewood	1
14067	legionnaires	1
14068	auxiliaries	1
14069	pollard	1
14070	fik	1
14071	meijer	1
14072	saleh	1
14073	francois	1
14074	retief	1
14075	cilliers	1
14076	theologica	1
14077	eich	1
14078	periphery	1
14079	benoist	1
14080	petitions	1
14081	litigation	1
14082	sidebottom	1
14083	heliogabalus	1
14084	decadence	1
14085	oneworld	1
14086	cartledge	1
14087	warrior	1
14088	reconstructing	1
14089	whitby	1
14090	helots	1
14091	cooley	1
14092	jensen	1
14093	figueira	1
14094	league	1
14095	xinzhong	1
14096	yao	1
14097	chad	1
14098	dawson	1
14099	brashier	1
14100	selections	1
14101	terra	1
14102	cotta	1
14103	warriors	1
14104	abdication	1
14105	barbieri	1
14106	seattle	1
14107	julie	1
14108	segraves	1
14109	asher	1
14110	silberman	1
14111	yun	1
14112	ernest	1
14113	caldwell	1
14114	shuihudi	1
14115	corpus	1
14116	remnants	1
14117	meng	1
14118	prefecture	1
14119	pei	1
14120	dalziel	1
14121	mackenzie	1
14122	hsing	1
14123	tien	1
14124	sanft	1
14125	rigby	1
14126	iu	1
14127	poliakov	1
14128	vsesoiuznaia	1
14129	perepis	1
14130	naseleniia	1
14131	institut	1
14132	istorii	1
14133	hauptabteilung	1
14134	nva	1
14135	grenztruppen	1
14136	bundesbeauftragte	1
14137	unterlagen	1
14138	czech	1
14139	kieran	1
14140	thirties	1
14141	collier	1
14142	biographies	1
14143	petrov	1
14144	skorkin	1
14145	kto	1
14146	rukovodil	1
14147	spravochnik	1
14148	zvenia	1
14149	boyd	1
14150	fascism	1
14151	pegasus	1
14152	shearer	1
14153	magnetic	1
14154	harrison	1
14155	picador	1
14156	deportations	1
14157	resettlement	1
14158	finish	1
14159	danilov	1
14160	tragediia	1
14161	sovetskoi	1
14162	derevni	1
14163	kollektivizatsiia	1
14164	raskulachivanie	1
14165	rosspen	1
14166	moshe	1
14167	lewin	1
14168	shmelev	1
14169	popov	1
14170	revitalizing	1
14171	doubleday	1
14172	famine	1
14173	getty	1
14174	roberta	1
14175	sheila	1
14176	naselennye	1
14177	punkty	1
14178	ural	1
14179	skoi	1
14180	oblasti	1
14181	kurganskii	1
14182	okrug	1
14183	sverdlovsk	1
14184	quota	1
14185	naimark	1
14186	thurston	1
14187	humor	1
14188	uta	1
14189	renate	1
14190	blumenthal	1
14191	penitentia	1
14192	regis	1
14193	salomonis	1
14194	manuscripta	1
14195	shepard	1
14196	theophanes	1
14197	chronographia	1
14198	cholij	1
14199	stoudite	1
14200	christendom	1
14201	madigan	1
14202	piotr	1
14203	parishes	1
14204	marilyn	1
14205	matelski	1
14206	propagation	1
14207	praeger	1
14208	raffaella	1
14209	perin	1
14210	cecil	1
14211	parrott	1
14212	bertelsen	1
14213	counterintelligence	1
14214	geist	1
14215	fallout	1
14216	slavic	1
14217	kultur	1
14218	natasha	1
14219	zaretsky	1
14220	tmi	1
14221	carothers	1
14222	kaunain	1
14223	wedeman	1
14224	jinping	1
14225	factional	1
14226	jiangnan	1
14227	zhu	1
14228	dong	1
14229	politicized	1
14230	valerii	1
14231	soifer	1
14232	rutgers	1
14233	sapp	1
14234	leigh	1
14235	paarlberg	1
14236	keefe	1
14237	zickel	1
14238	alec	1
14239	nove	1
14240	kean	1
14241	deadliest	1
14242	barbarossa	1
14243	stepashin	1
14244	organy	1
14245	gosudarstvennoi	1
14246	bezopasnosti	1
14247	velikoi	1
14248	otvechestvennoi	1
14249	voine	1
14250	sbornik	1
14251	dokumentov	1
14252	rus	1
14253	artizov	1
14254	reabilitatsiia	1
14255	kak	1
14256	eto	1
14257	bylo	1
14258	prezidiuma	1
14259	tsk	1
14260	kpss	1
14261	drugie	1
14262	rehabilitation	1
14263	presidium	1
14264	cc	1
14265	cpsu	1
14266	mezhdunarodnyi	1
14267	demokratiia	1
14268	simonov	1
14269	glazami	1
14270	cheloveka	1
14271	moego	1
14272	pokolennia	1
14273	razmyshleniia	1
14274	staline	1
14275	kniga	1
14276	reese	1
14277	evan	1
14278	mawdsley	1
14279	thunder	1
14280	rubenstein	1
14281	zubkova	1
14282	disappointments	1
14283	armonk	1
14284	oleg	1
14285	khlevniuk	1
14286	zhores	1
14287	overlook	1
14288	marwick	1
14289	sixties	1
14290	uprising	1
14291	urban	1
14292	scribner	1
14293	vojtech	1
14294	mastny	1
14295	copeland	1
14296	alexis	1
14297	madrigal	1
14298	rhodes	1
14299	rewired	1
14300	myint	1
14301	habiburahman	1
14302	ansel	1
14303	fink	1
14304	naved	1
14305	bakali	1
14306	islamophobia	1
14307	siddiquee	1
14308	portrayal	1
14309	neriah	1
14310	weaponization	1
14311	whitten	1
14312	woodring	1
14313	briefing	1
14314	mohshin	1
14315	habib	1
14316	untold	1
14317	annekathryn	1
14318	goodman	1
14319	iftkher	1
14320	mahmood	1
14321	ramakrishna	1
14322	preliminary	1
14323	musings	1
14324	ronan	1
14325	sheera	1
14326	frenkel	1
14327	buzzfeed	1
14328	specia	1
14329	tom	1
14330	miles	1
14331	investigators	1
14332	cite	1
14333	clifford	1
14334	arakanese	1
14335	honolulu	1
14336	hawaii	1
14337	su	1
14338	aneesh	1
14339	sharad	1
14340	goel	1
14341	geneva	1
14342	conferences	1
14343	zhepeng	1
14344	fang	1
14345	olivia	1
14346	liu	1
14347	sheng	1
14348	acm	1
14349	zeynep	1
14350	tufekci	1
14351	emergent	1
14352	colorado	1
14353	janna	1
14354	rainie	1
14355	ro	1
14356	ee	1
14357	ana	1
14358	gantman	1
14359	bavel	1
14360	attentional	1
14361	siren	1
14362	hallucination	1
14363	jordan	1
14364	pearson	1
14365	solms	1
14366	grau	1
14367	aviva	1
14368	berkovich	1
14369	ohana	1
14370	highlighting	1
14371	forthcoming	1
14372	butlin	1
14373	jamie	1
14374	condliffe	1
14375	jenna	1
14376	chloe	1
14377	lobbyist	1
14378	jules	1
14379	ioannidis	1
14380	gracenote	1
14381	compliance	1
14382	damien	1
14383	charlotin	1
14384	katz	1
14385	carrie	1
14386	wong	1
14387	restricts	1
14388	mack	1
14389	lamoureux	1
14390	conspiracist	1
14391	mia	1
14392	bloom	1
14393	sophia	1
14394	moskalenko	1
14395	pastels	1
14396	bowden	1
14397	camila	1
14398	domonoske	1
14399	nitasha	1
14400	tiku	1
14401	nadeem	1
14402	badshah	1
14403	hague	1
14404	abadi	1
14405	andersen	1
14406	adversarial	1
14407	cryptography	1
14408	kissell	1
14409	optimization	1
14410	triennial	1
14411	otc	1
14412	turnover	1
14413	jaime	1
14414	sevilla	1
14415	compute	1
14416	ijcnn	1
14417	kwang	1
14418	jeon	1
14419	roundy	1
14420	vries	1
14421	footprint	1
14422	andreu	1
14423	valero	1
14424	delgado	1
14425	torrubia	1
14426	torralba	1
14427	requirements	1
14428	publicaffairs	1
14429	huseman	1
14430	senator	1
14431	birnbaum	1
14432	sijbren	1
14433	cnossen	1
14434	jacobs	1
14435	omri	1
14436	marian	1
14437	byu	1
14438	ramge	1
14439	jathan	1
14440	sadowski	1
14441	extracting	1
14442	laney	1
14443	ziva	1
14444	rubinstein	1
14445	fleckenstein	1
14446	obaidi	1
14447	tryfona	1
14448	leonard	1
14449	hoot	1
14450	luers	1
14451	slava	1
14452	gerovitch	1
14453	nautilus	1
14454	internyet	1
14455	fred	1
14456	cyberculture	1
14457	utopianism	1
14458	freiberger	1
14459	swaine	1
14460	laine	1
14461	nooney	1
14462	schlosser	1
14463	rias	1
14464	alfredo	1
14465	thiermann	1
14466	kenyon	1
14467	brysbaert	1
14468	mcaleese	1
14469	vanian	1
14470	kif	1
14471	leswing	1
14472	grothoff	1
14473	jens	1
14474	purup	1
14475	gibson	1
14476	alasdair	1
14477	mckay	1
14478	abigail	1
14479	pedersen	1
14480	vasja	1
14481	brownstein	1
14482	vignesh	1
14483	arasu	1
14484	mammography	1
14485	breast	1
14486	observational	1
14487	radiology	1
14488	eriksen	1
14489	ryg	1
14490	nejm	1
14491	ashley	1
14492	belanger	1
14493	yegor	1
14494	tkachenko	1
14495	kamel	1
14496	jedidi	1
14497	megastudy	1
14498	disentangling	1
14499	otto	1
14500	lutz	1
14501	friedewald	1
14502	arun	1
14503	maheswaravenkatesh	1
14504	jayasankar	1
14505	micro	1
14506	swarm	1
14507	modified	1
14508	vasileios	1
14509	skaramagkas	1
14510	metrics	1
14511	integrated	1
14512	waltz	1
14513	barrels	1
14514	aswin	1
14515	chari	1
14516	interfaces	1
14517	neurosurgeon	1
14518	neurosurgery	1
14519	kenny	1
14520	torrella	1
14521	invasive	1
14522	blakely	1
14523	cortex	1
14524	politically	1
14525	seo	1
14526	eun	1
14527	functional	1
14528	signatures	1
14529	annotating	1
14530	kosinski	1
14531	naturalistic	1
14532	machkovech	1
14533	spangher	1
14534	nyt	1
14535	tal	1
14536	shef	1
14537	ayon	1
14538	rosh	1
14539	arach	1
14540	bashabak	1
14541	shin	1
14542	ahronot	1
14543	commissioner	1
14544	dystopia	1
14545	quinn	1
14546	pti	1
14547	koshelev	1
14548	sevastopol	1
14549	shaun	1
14550	pjotr	1
14551	sauer	1
14552	silenced	1
14553	petra	1
14554	molnar	1
14555	asfandyar	1
14556	mir	1
14557	dylan	1
14558	keenan	1
14559	clara	1
14560	mccrisken	1
14561	ear	1
14562	johan	1
14563	lidberg	1
14564	muller	1
14565	giorgio	1
14566	agamben	1
14567	attell	1
14568	shchyrakova	1
14569	merkis	1
14570	loathing	1
14571	anastasiya	1
14572	astapova	1
14573	panopticon	1
14574	hervouet	1
14575	ethnography	1
14576	sociologique	1
14577	watchdogs	1
14578	resisting	1
14579	zimbabwean	1
14580	militarization	1
14581	aviation	1
14582	liza	1
14583	newley	1
14584	purnell	1
14585	harwell	1
14586	timberg	1
14587	committeeman	1
14588	cbs	1
14589	zhongkai	1
14590	xinhua	1
14591	chang	1
14592	qu	1
14593	hunan	1
14594	phoebe	1
14595	hebei	1
14596	chau	1
14597	electronics	1
14598	sowmya	1
14599	assisted	1
14600	mysore	1
14601	mysuru	1
14602	lund	1
14603	dpaapproves	1
14604	sidsel	1
14605	overgaard	1
14606	yan	1
14607	luo	1
14608	guo	1
14609	khari	1
14610	farnaz	1
14611	fassihi	1
14612	weronika	1
14613	strzyzynska	1
14614	gambrell	1
14615	pardoned	1
14616	sadr	1
14617	chastity	1
14618	underscores	1
14619	codify	1
14620	tara	1
14621	subramaniam	1
14622	pourahmadi	1
14623	mostafa	1
14624	franceschi	1
14625	bicchierai	1
14626	cox	1
14627	tap	1
14628	phones	1
14629	rafael	1
14630	bravo	1
14631	sara	1
14632	pina	1
14633	gamification	1
14634	tourism	1
14635	davide	1
14636	proserpio	1
14637	giorgos	1
14638	zervas	1
14639	vili	1
14640	lehdonvirta	1
14641	precarity	1
14642	gig	1
14643	sandel	1
14644	hugh	1
14645	keen	1
14646	georges	1
14647	duby	1
14648	flower	1
14649	pantheon	1
14650	zeyi	1
14651	storr	1
14652	charlottesville	1
14653	victoria	1
14654	wobber	1
14655	differential	1
14656	steroid	1
14657	hormones	1
14658	bonobos	1
14659	sonia	1
14660	cavigelli	1
14661	caruso	1
14662	physiological	1
14663	glucocorticoid	1
14664	russo	1
14665	ibidem	1
14666	gulnaz	1
14667	sharafutdinova	1
14668	emine	1
14669	saner	1
14670	fund	1
14671	hayley	1
14672	tsukayama	1
14673	jonah	1
14674	bromwich	1
14675	haag	1
14676	gallo	1
14677	cho	1
14678	keach	1
14679	hagey	1
14680	jeff	1
14681	horwitz	1
14682	healthier	1
14683	angrier	1
14684	popken	1
14685	nbc	1
14686	outperforming	1
14687	cybersecurity	1
14688	cathy	1
14689	brennan	1
14690	gohar	1
14691	feroz	1
14692	bobby	1
14693	swar	1
14694	sang	1
14695	kon	1
14696	vanya	1
14697	eftimova	1
14698	bellinger	1
14699	gagliardo	1
14700	colleague	1
14701	sobchak	1
14702	zais	1
14703	lane	1
14704	dwyer	1
14705	chandler	1
14706	kronfeldner	1
14707	demean	1
14708	southeast	1
14709	stangneth	1
14710	unexamined	1
14711	murderer	1
14712	washburn	1
14713	alana	1
14714	semuels	1
14715	yorker	1
14716	soble	1
14717	monist	1
14718	studien	1
14719	lara	1
14720	wrongness	1
14721	giles	1
14722	lesbians	1
14723	friedman	1
14724	melanie	1
14725	michalczyk	1
14726	homosexuelle	1
14727	nationalsozialismus	1
14728	neue	1
14729	forschungsperspektiven	1
14730	lebenssituationen	1
14731	lesbischen	1
14732	schwulen	1
14733	intersexuellen	1
14734	menschen	1
14735	oldenbourg	1
14736	paederasty	1
14737	yakusheva	1
14738	bitna	1
14739	royle	1
14740	synthesis	1
14741	trauma	1
14742	lis	1
14743	bates	1
14744	homicides	1
14745	suicides	1
14746	benedetta	1
14747	barchielli	1
14748	jingxuan	1
14749	zhao	1
14750	abdul	1
14751	jazieh	1
14752	jco	1
14753	camille	1
14754	maringe	1
14755	modelling	1
14756	allini	1
14757	mafra	1
14758	da	1
14759	hospitalizations	1
14760	fung	1
14761	fowler	1
14762	announcement	1
14763	jillian	1
14764	onfro	1
14765	insider	1
14766	galindo	1
14767	felix	1
14768	gomez	1
14769	marmol	1
14770	gregorio	1
14771	katherine	1
14772	queensland	1
14773	stefan	1
14774	wojcik	1
14775	marcin	1
14776	wojtowicz	1
14777	premia	1
14778	jarrow	1
14779	bilal	1
14780	aziz	1
14781	poswal	1
14782	securitization	1
14783	ecorfan	1
14784	fec	1
14785	amy	1
14786	disclosure	1
14787	donors	1
14788	bakpetu	1
14789	diaspora	1
14790	paquette	1
14791	mayes	1
14792	gainesville	1
14793	florida	1
14794	diggs	1
14795	negro	1
14796	sasha	1
14797	ruha	1
14798	abolitionist	1
14799	eubanks	1
14800	automating	1
14801	wendy	1
14802	hui	1
14803	kyong	1
14804	chun	1
14805	hern	1
14806	elle	1
14807	scheuerman	1
14808	madeleine	1
14809	pape	1
14810	essentialization	1
14811	yoni	1
14812	wilkenfeld	1
14813	atlantis	1
14814	hutson	1
14815	oliwia	1
14816	koteluk	1
14817	mohsen	1
14818	soori	1
14819	behrooz	1
14820	arezoo	1
14821	roza	1
14822	dastres	1
14823	shades	1
14824	intersectional	1
14825	disparities	1
14826	pmlr	1
14827	jeffrey	1
14828	dastin	1
14829	scraps	1
14830	christianne	1
14831	variables	1
14832	anchor	1
14833	laurie	1
14834	laybourn	1
14835	langton	1
14836	lesley	1
14837	rankin	1
14838	baxter	1
14839	kenneth	1
14840	dijk	1
14841	elaine	1
14842	kamarck	1
14843	nye	1
14844	zizi	1
14845	papacharissi	1
14846	vayenas	1
14847	giancarlo	1
14848	vilella	1
14849	nomos	1
14850	volker	1
14851	boehme	1
14852	nessler	1
14853	digitising	1
14854	sokratis	1
14855	katsikas	1
14856	vasilios	1
14857	zorkadis	1
14858	safeguarding	1
14859	psychotherapist	1
14860	eap	1
14861	jannik	1
14862	luboeinski	1
14863	tetzlaff	1
14864	priming	1
14865	computation	1
14866	razzak	1
14867	guandong	1
14868	preventive	1
14869	gaurav	1
14870	laroia	1
14871	dimsdale	1
14872	horsewood	1
14873	riel	1
14874	interwar	1
14875	brett	1
14876	mechner	1
14877	blindfold	1
14878	eliot	1
14879	hearst	1
14880	knott	1
14881	gigerenzer	1
14882	eda	1
14883	ergin	1
14884	aprianto	1
14885	pailaha	1
14886	cambria	1
14887	buchanan	1
14888	bibas	1
14889	judging	1
14890	neurobiology	1
14891	newen	1
14892	welpinghus	1
14893	juckel	1
14894	aronoff	1
14895	khare	1
14896	zohar	1
14897	elyoseph	1
14898	evaluations	1
14899	ayers	1
14900	comparing	1
14901	jama	1
14902	hwan	1
14903	forgiving	1
14904	transgressions	1
14905	parasocial	1
14906	mindset	1
14907	sport	1
14908	regicide	1
14909	serfdom	1
14910	rediscovery	1
14911	whitewood	1
14912	vernon	1
14913	clover	1
14914	fort	1
14915	hays	1
14916	lebergott	1
14917	leuchtenburg	1
14918	fdr	1
14919	truman	1
14920	birzer	1
14921	ellis	1
14922	debunking	1
14923	wexler	1
14924	yong	1
14925	mitch	1
14926	holder	1
14927	sonja	1
14928	cecelia	1
14929	dame	1
14930	eno	1
14931	louden	1
14932	correctional	1
14933	offender	1
14934	angwin	1
14935	bail	1
14936	seena	1
14937	fazel	1
14938	predictive	1
14939	validation	1
14940	hamilton	1
14941	pamela	1
14942	ugwudike	1
14943	prisons	1
14944	manish	1
14945	raghavan	1
14946	nicol	1
14947	samantha	1
14948	sian	1
14949	townson	1
14950	fintech	1
14951	mugahed	1
14952	antari	1
14953	davenport	1
14954	ravi	1
14955	kalakota	1
14956	tilman	1
14957	satml	1
14958	chiara	1
14959	monticone	1
14960	flore	1
14961	messi	1
14962	dods	1
14963	feldman	1
14964	bethany	1
14965	kilcrease	1
14966	lessov	1
14967	univariate	1
14968	tobias	1
14969	berg	1
14970	fintechs	1
14971	yuan	1
14972	jesse	1
14973	ergo	1
14974	propter	1
14975	explorations	1
14976	nisbett	1
14977	verbal	1
14978	wegner	1
14979	thalia	1
14980	wheatley	1
14981	apparent	1
14982	causation	1
14983	libet	1
14984	tail	1
14985	intuitionist	1
14986	hirstein	1
14987	confabulation	1
14988	gazzaniga	1
14989	fiery	1
14990	cushman	1
14991	mikulincer	1
14992	phillip	1
14993	shaver	1
14994	shai	1
14995	danziger	1
14996	levav	1
14997	liora	1
14998	avnaim	1
14999	pesso	1
15000	extraneous	1
15001	keren	1
15002	weinshall	1
15003	margel	1
15004	shapard	1
15005	overlooked	1
15006	parole	1
15007	holsinger	1
15008	rejoinder	1
15009	probation	1
15010	behalf	1
15011	trustworthiness	1
15012	disproportionate	1
15013	bessi	1
15014	emilio	1
15015	luca	1
15016	luceri	1
15017	cardoso	1
15018	silvia	1
15019	actionable	1
15020	carr	1
15021	monetizable	1
15022	mdau	1
15023	spitale	1
15024	nikola	1
15025	biller	1
15026	andorno	1
15027	federico	1
15028	germani	1
15029	dis	1
15030	informs	1
15031	hannes	1
15032	kleineke	1
15033	prosecution	1
15034	lancastrian	1
15035	bolton	1
15036	engle	1
15037	margins	1
15038	toulouse	1
15039	viator	1
15040	mariam	1
15041	orabi	1
15042	moss	1
15043	inattentive	1
15044	weiss	1
15045	comment	1
15046	adrian	1
15047	rauchfleisch	1
15048	jonas	1
15049	kaiser	1
15050	santia	1
15051	munif	1
15052	ishad	1
15053	mujib	1
15054	jake	1
15055	ryland	1
15056	veracity	1
15057	aaai	1
15058	desilver	1
15059	drutman	1
15060	caldeira	1
15061	purse	1
15062	confidence	1
15063	kai	1
15064	outstanding	1
15065	counterexample	1
15066	coeckelbergh	1
15067	gothenburg	1
15068	defiance	1
15069	autocratization	1
15070	organizes	1
15071	browser	1
15072	jessie	1
15073	yeung	1
15074	goldmine	1
15075	dionysis	1
15076	zindros	1
15077	lukas	1
15078	lustenberger	1
15079	spychiger	1
15080	bryan	1
15081	daugherty	1
15082	cassius	1
15083	dio	1
15084	adrastos	1
15085	omissi	1
15086	creatio	1
15087	vanishes	1
15088	falsification	1
15089	ermolaev	1
15090	skopin	1
15091	photography	1
15092	repressions	1
15093	defacing	1
15094	eur	1
15095	sauron	1
15096	bingham	1
15097	tauris	1
15098	unesco	1
15099	soice	1
15100	sepideh	1
15101	jahangiri	1
15102	therapy	1
15103	tommaso	1
15104	zandrini	1
15105	bioprinting	1
15106	wroe	1
15107	kirsty	1
15108	needham	1
15109	otte	1
15110	neilson	1
15111	transcontinentalism	1
15112	geopolitics	1
15113	newcastle	1
15114	liat	1
15115	krizhevsky	1
15116	ilya	1
15117	sutskever	1
15118	mohammed	1
15119	zahangir	1
15120	alom	1
15121	mastering	1
15122	carlisle	1
15123	zhongqi	1
15124	pan	1
15125	guanxi	1
15126	weiqi	1
15127	demy	1
15128	gina	1
15129	granados	1
15130	palmer	1
15131	vergun	1
15132	shyi	1
15133	lu	1
15134	ccp	1
15135	daitian	1
15136	tong	1
15137	yangao	1
15138	robyn	1
15139	mak	1
15140	fractured	1
15141	conor	1
15142	murray	1
15143	stacy	1
15144	liberatore	1
15145	clayton	1
15146	pompeo	1
15147	tess	1
15148	mcclure	1
15149	akram	1
15150	beniamin	1
15151	globalized	1
15152	lars	1
15153	sandberg	1
15154	exports	1
15155	hagan	1
15156	drabble	1
15157	plantation	1
15158	malaysian	1
15159	weaverdyck	1
15160	afro	1
15161	eurasian	1
15162	sitta	1
15163	reden	1
15164	palash	1
15165	ghosh	1
15166	adegeest	1
15167	morder	1
15168	forecasts	1
15169	daron	1
15170	acemoglu	1
15171	sizing	1
15172	matt	1
15173	sheehan	1
15174	carnegie	1
15175	endowment	1
15176	impiombato	1
15177	yvonne	1
15178	luisa	1
15179	gyhn	1
15180	strategist	1
15181	strittmatter	1
15182	harmonized	1
15183	phq	1
15184	emmott	1
15185	renews	1
15186	ditch	1
15187	mclaughlin	1
15188	saleha	1
15189	mohsin	1
15190	expands	1
15191	cao	1
15192	simcha	1
15193	paull	1
15194	plymouth	1
15195	claudia	1
15196	gerald	1
15197	farrugia	1
15198	libreria	1
15199	editrice	1
15200	vaticana	1
15201	corinthian	1
15202	creighton	1
15203	doran	1
15204	kalamazoo	1
15205	mich	1
15206	cistercian	1
15207	rev	1
15208	vermischte	1
15209	deutsche	1
15210	schriften	1
15211	irmischer	1
15212	erlangen	1
15213	heyder	1
15214	zimmer	1
15215	ronen	1
15216	bergman	1
15217	krolik	1
15218	admiral	1
15219	nato	1
15220	elliot	1
15221	ackerman	1
15222	morrow	1
15223	duma	1
15224	valdai	1
15225	exteriores	1
15226	gatestone	1
15227	discours	1
15228	beaumont	1
15229	zook	1
15230	rainforests	1
15231	symbiospheres	1
15232	aparajita	1
15233	amit	1
15234	kharkwal	1
15235	empathy	1
15236	isabelle	1
15237	crevecour	1
15238	pleistocene	1
15239	kissel	1
15240	nam	1
15241	yearbook	1
15242	pinker	1
15243	viking	1
15244	goldstein	1
15245	dutton	1
15246	declining	1
15247	spagat	1
15248	stijn	1
15249	weezel	1
15250	fry	1
15251	richardson	1
15252	gleditsch	1
15253	mann	1
15254	guling	1
15255	xiansheng	1
15256	caizhonghuigong	1
15257	tao	1
15258	zizhi	1
15259	tongjian	1
15260	changbian	1
15261	zhonghua	1
15262	shuju	1
15263	emma	1
15264	dench	1
15265	byzantium	1
15266	suraiya	1
15267	faroqhi	1
15268	halil	1
15269	inalcik	1
15270	quataert	1
15271	mokyr	1
15272	cliometric	1
15273	cliometrics	1
15274	diebolt	1
15275	haupert	1
15276	matthias	1
15277	blum	1
15278	colvin	1
15279	noren	1
15280	gghe	1
15281	gge	1
15282	obermeier	1
